3.5535 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
609.0258 	WARNING 	Requested an unavailable screen number - using first available.
613.2740 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, backendConf=UNKNOWN, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([-1, -1, -1]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001E1A1BD2748>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000001E1A1AFAC50>, multiSample=False, name='window1', numSamples=2, pos=[0.0, 0.0], screen=1, size=array([1920, 1080]), stencilBits=0, stereo=False, units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
613.2751 	EXP 	window1: mouseVisible = True
613.2754 	EXP 	window1: recordFrameIntervals = False
613.3408 	EXP 	window1: recordFrameIntervals = True
613.4173 	EXP 	window1: recordFrameIntervals = False
614.3373 	EXP 	Created instr_2D = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='Stimuli_2D/instructions/instructions.png', interpolate=True, mask=None, maskParams=None, name='instr_2D', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([584., 441.]), texRes=128.0, units='pix', win=Window(...))
614.3537 	EXP 	Created fix_point_2D = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-1.0, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([1., 1., 1.]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=1.0, name='fix_point_2D', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([5., 5.]), units='pix', vertices=ndarray(...), win=Window(...), windingRule=None)
614.3539 	EXP 	window1: mouseVisible = True
614.3604 	EXP 	Created img_correct = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='img_correct', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([300., 278.]), texRes=128.0, units='pix', win=Window(...))
614.3659 	EXP 	Created img_target = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-3.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='img_target', opacity=1, ori=0.0, pos=array([  0., 139.]), size=array([300., 278.]), texRes=128.0, units='pix', win=Window(...))
614.3719 	EXP 	Created img_wrong = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-4.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='img_wrong', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([300., 278.]), texRes=128.0, units='pix', win=Window(...))
614.9279 	EXP 	Created instr_3D = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='instr_3D', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='norm', win=Window(...), wrapWidth=1.2)
614.9341 	EXP 	Created fix_point_3D = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=0.0, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([1., 1., 1.]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=1.0, name='fix_point_3D', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([5., 5.]), units='pix', vertices=ndarray(...), win=Window(...), windingRule=None)
614.9467 	EXP 	Created stim_3D = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='stim_3D', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([800., 427.]), texRes=128.0, units='pix', win=Window(...))
614.9491 	EXP 	Created feedback_text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.2, italic=False, languageStyle='LTR', name='feedback_text', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='norm', win=Window(...), wrapWidth=1)
615.0134 	EXP 	instr_2D: autoDraw = True
625.6994 	DATA 	Keypress: space
625.7099 	EXP 	Created sequence: random, trialTypes=1, nReps=15, seed=None
625.7107 	EXP 	New trial (rep=0, index=0): None
625.7111 	EXP 	window1: recordFrameIntervals = False
625.7296 	EXP 	instr_2D: autoDraw = False
625.7296 	EXP 	fix_point_2D: autoDraw = True
625.7902 	EXP 	window1: recordFrameIntervals = False
626.7088 	EXP 	img_correct: image = 'Stimuli_2d/correct12.png'
626.7088 	EXP 	img_target: image = 'Stimuli_2d/target12.png'
626.7088 	EXP 	img_wrong: image = 'Stimuli_2d/wrong12.png'
626.7163 	EXP 	fix_point_2D: autoDraw = False
626.7163 	EXP 	img_correct: pos = array([-250., -139.])
626.7163 	EXP 	img_wrong: pos = array([ 250., -139.])
626.7163 	EXP 	img_correct: autoDraw = True
626.7163 	EXP 	img_target: autoDraw = True
626.7163 	EXP 	img_wrong: autoDraw = True
627.6688 	DATA 	Mouse: Left button down, pos=(1192,394)
627.6786 	EXP 	New trial (rep=1, index=0): None
627.6787 	EXP 	window1: recordFrameIntervals = False
627.6829 	EXP 	img_correct: autoDraw = False
627.6829 	EXP 	img_target: autoDraw = False
627.6829 	EXP 	img_wrong: autoDraw = False
627.6829 	EXP 	fix_point_2D: autoDraw = True
627.7106 	EXP 	window1: recordFrameIntervals = False
628.4751 	DATA 	Mouse:  Left button up, pos=(1192,394)
628.6768 	EXP 	img_correct: image = 'Stimuli_2d/correct6.png'
628.6768 	EXP 	img_target: image = 'Stimuli_2d/target6.png'
628.6768 	EXP 	img_wrong: image = 'Stimuli_2d/wrong6.png'
628.6850 	EXP 	fix_point_2D: autoDraw = False
628.6850 	EXP 	fix_point_2D: autoDraw = False
628.6850 	EXP 	img_correct: pos = array([-250., -139.])
628.6850 	EXP 	img_wrong: pos = array([ 250., -139.])
628.6850 	EXP 	img_correct: autoDraw = True
628.6850 	EXP 	img_target: autoDraw = True
628.6850 	EXP 	img_wrong: autoDraw = True
629.9806 	DATA 	Mouse: Left button down, pos=(725,399)
629.9885 	EXP 	New trial (rep=2, index=0): None
629.9886 	EXP 	window1: recordFrameIntervals = False
629.9929 	EXP 	img_correct: autoDraw = False
629.9929 	EXP 	img_target: autoDraw = False
629.9929 	EXP 	img_wrong: autoDraw = False
629.9929 	EXP 	fix_point_2D: autoDraw = True
630.0197 	EXP 	window1: recordFrameIntervals = False
630.7826 	DATA 	Mouse:  Left button up, pos=(724,399)
630.9875 	EXP 	img_correct: image = 'Stimuli_2d/correct1.png'
630.9875 	EXP 	img_target: image = 'Stimuli_2d/target1.png'
630.9875 	EXP 	img_wrong: image = 'Stimuli_2d/wrong1.png'
630.9965 	EXP 	fix_point_2D: autoDraw = False
630.9965 	EXP 	fix_point_2D: autoDraw = False
630.9965 	EXP 	img_correct: pos = array([ 250., -139.])
630.9965 	EXP 	img_wrong: pos = array([-250., -139.])
630.9965 	EXP 	img_correct: autoDraw = True
630.9965 	EXP 	img_target: autoDraw = True
630.9965 	EXP 	img_wrong: autoDraw = True
631.5963 	DATA 	Mouse: Left button down, pos=(1218,373)
631.6029 	EXP 	New trial (rep=3, index=0): None
631.6031 	EXP 	window1: recordFrameIntervals = False
631.6089 	EXP 	img_correct: autoDraw = False
631.6089 	EXP 	img_target: autoDraw = False
631.6089 	EXP 	img_wrong: autoDraw = False
631.6089 	EXP 	fix_point_2D: autoDraw = True
631.6504 	EXP 	window1: recordFrameIntervals = False
632.3969 	DATA 	Mouse:  Left button up, pos=(1208,377)
632.6002 	EXP 	img_correct: image = 'Stimuli_2d/correct4.png'
632.6002 	EXP 	img_target: image = 'Stimuli_2d/target4.png'
632.6002 	EXP 	img_wrong: image = 'Stimuli_2d/wrong4.png'
632.6134 	EXP 	fix_point_2D: autoDraw = False
632.6134 	EXP 	fix_point_2D: autoDraw = False
632.6134 	EXP 	img_correct: pos = array([ 250., -139.])
632.6134 	EXP 	img_wrong: pos = array([-250., -139.])
632.6134 	EXP 	img_correct: autoDraw = True
632.6134 	EXP 	img_target: autoDraw = True
632.6134 	EXP 	img_wrong: autoDraw = True
633.2380 	DATA 	Mouse: Left button down, pos=(1224,397)
633.2457 	EXP 	New trial (rep=4, index=0): None
633.2459 	EXP 	window1: recordFrameIntervals = False
633.2511 	EXP 	img_correct: autoDraw = False
633.2511 	EXP 	img_target: autoDraw = False
633.2511 	EXP 	img_wrong: autoDraw = False
633.2511 	EXP 	fix_point_2D: autoDraw = True
633.2777 	EXP 	window1: recordFrameIntervals = False
634.0413 	DATA 	Mouse:  Left button up, pos=(1223,401)
634.2436 	EXP 	img_correct: image = 'Stimuli_2d/correct13.png'
634.2436 	EXP 	img_target: image = 'Stimuli_2d/target13.png'
634.2436 	EXP 	img_wrong: image = 'Stimuli_2d/wrong13.png'
634.2513 	EXP 	fix_point_2D: autoDraw = False
634.2513 	EXP 	fix_point_2D: autoDraw = False
634.2513 	EXP 	img_correct: pos = array([-250., -139.])
634.2513 	EXP 	img_wrong: pos = array([ 250., -139.])
634.2513 	EXP 	img_correct: autoDraw = True
634.2513 	EXP 	img_target: autoDraw = True
634.2513 	EXP 	img_wrong: autoDraw = True
635.3180 	DATA 	Mouse: Left button down, pos=(732,401)
635.3230 	EXP 	New trial (rep=5, index=0): None
635.3232 	EXP 	window1: recordFrameIntervals = False
635.3272 	EXP 	img_correct: autoDraw = False
